管理番号-幹番,管理番号-枝番,体外診薬-承認等番号,体外診薬-販売名,体外診薬-一般的名称,体外診薬-製造販売業者,JLAC検査名称,JLAC11-17,JLAC11-測定物,JLAC11-測定物（名称）,JLAC11-識別,JLAC11-識別（名称）,JLAC11-材料,JLAC11-材料（名称）,JLAC11-測定法,JLAC11-測定法（名称）,JLAC11-結果単位,JLAC11-結果単位（名称）,JLAC11-材料（2）,JLAC11-結果単位（2）,JLAC10-17,JLAC10-分析物,JLAC10-分析物（名称）,JLAC10-識別,JLAC10-識別（名称）,JLAC10-材料,JLAC10-材料（名称）,JLAC10-測定法,JLAC10-測定法（名称）,JLAC10-結果識別,JLAC10-結果識別（名称）,JLAC10-材料（2）,保険-診療行為コード,保険-診療行為名称,保険-点数,備考-体外診薬,備考-JLAC,備考-保険,更新区分,更新日付
10C2017019,1,25A2X00001000006,スポットケムII　ALP,33165001^血液検査用アルカリ性フォスファターゼキット~80026001^クラスI血液・生化学検査用シリーズ,株式会社アークレイ ファクトリー,アルカリホスファターゼ(ALP),C2017-0401-250-019-F7,C2017,アルカリフォスファターゼ,401,測定値,250,血清,19,ドライケミストリー法_スポットケムII　ALP,F7,U/L,240^血漿~243^血漿(ヘパリン入り),,3B070-0000-023-291-01,3B070,アルカリフォスファターゼ,0,,23,血清,291,反射測光法(レフラクトメトリー),1,定量値,022^血漿,160020010.0,ＡＬＰ,11.0,,,,5,20200402
10C2017032,1,27A2X00125000044,Lタイプワコー　ALP・J,33165001^血液検査用アルカリ性フォスファターゼキット,富士フイルム和光純薬株式会社,アルカリホスファターゼ(ALP),C2017-0401-250-032-F7,C2017,アルカリフォスファターゼ,401,測定値,250,血清,32,JSCC対応法_Lタイプワコー　ALP・J,F7,U/L,240^血漿~243^血漿(ヘパリン入り)~244^血漿(クエン酸入り),,3B070-0000-023-271-01,3B070,アルカリフォスファターゼ,0,,23,血清,271,可視吸光光度法,1,定量値,022^血漿,160020010.0,ＡＬＰ,11.0,,,,5,20200402
10C2017033,1,27A2X00125000088,Lタイプワコー　ALP・J2,33165001^血液検査用アルカリ性フォスファターゼキット,富士フイルム和光純薬株式会社,アルカリホスファターゼ(ALP),C2017-0401-250-033-F7,C2017,アルカリフォスファターゼ,401,測定値,250,血清,33,JSCC対応法_Lタイプワコー　ALP・J2,F7,U/L,240^血漿~243^血漿(ヘパリン入り)~244^血漿(クエン酸入り),,3B070-0000-023-271-01,3B070,アルカリフォスファターゼ,0,,23,血清,271,可視吸光光度法,1,定量値,022^血漿,160020010.0,ＡＬＰ,11.0,,,,5,20200402
10C2017034,1,27A2X00125000093,Ｌタイプワコー　ＡＬＰ　ＩＦＣＣ,33165001^血液検査用アルカリ性フォスファターゼキット,富士フイルム和光純薬株式会社,アルカリホスファターゼ(ALP),C2017-0401-250-034-F7,C2017,アルカリフォスファターゼ,401,測定値,250,血清,34,IFCC対応法_Ｌタイプワコー　ＡＬＰ　ＩＦＣＣ,F7,U/L,240^血漿~243^血漿(ヘパリン入り)~244^血漿(クエン酸入り),,3B070-0000-023-275-01,3B070,アルカリフォスファターゼ,0,,23,血清,275,可視吸光光度法（IFCC対応法）,1,定量値,022^血漿,160020010.0,ＡＬＰ,11.0,,,,5,20200402
10C2017007,1,28A2X00030000026,ALP試薬・L「コクサイ」,33165001^血液検査用アルカリ性フォスファターゼキット,シスメックス株式会社,アルカリホスファターゼ(ALP),C2017-0401-250-007-F7,C2017,アルカリフォスファターゼ,401,測定値,250,血清,7,可視吸光光度法（JSCC、IFCC対応法以外）_ALP試薬・L「コクサイ」,F7,U/L,240^血漿~243^血漿(ヘパリン入り),,3B070-0000-023-277-01,3B070,アルカリフォスファターゼ,0,,23,血清,277,可視吸光光度法（JSCC、IFCC対応法以外）,1,定量値,022^血漿,160020010.0,ＡＬＰ,11.0,,,,5,20200402
10C2024023,1,01A2X00013000015,「セロテック」γＧＴ－Ｌ,38507001^血液検査用ガンマｰグルタミルトランスペプチダーゼキット,株式会社セロテック,γ-グルタミルトランスフェラーゼ(γ-GT),C2024-0401-250-023-F7,C2024,g-グルタミルトランスペプチダーゼ,401,測定値,250,血清,23,可視吸光光度法_「セロテック」γＧＴ－Ｌ,F7,U/L,240^血漿~243^血漿(ヘパリン入り),,3B090-0000-023-271-01,3B090,γ-GT,0,,23,血清,271,可視吸光光度法,1,定量値,022^血漿,160020410.0,γ－ＧＴ,11.0,,,,3,20191008
10C2024010,1,07A2X10001008110,ＢＢｘ　パック,38507001^血液検査用ガンマｰグルタミルトランスペプチダーゼキット~80035001^クラスI生化学・免疫検査用シリーズ,ニットーボーメディカル株式会社,γ-グルタミルトランスフェラーゼ(γ-GT),C2024-0401-210-010-F7,C2024,g-グルタミルトランスペプチダーゼ,401,測定値,210,全血(静脈血),10,可視吸光光度法(JSCC標準化対応法以外)_ＢＢｘ　パック,F7,U/L,240^血漿~243^血漿(ヘパリン入り)~250^血清,,3B090-0000-018-277-01,3B090,γ-GT,0,,18,全血,277,可視吸光光度法（JSCC、IFCC対応法以外）,1,定量値,022^血漿~023^血清,160020410.0,γ－ＧＴ,11.0,,,,5,20200402
10C2024009,1,07A2X10001012510,Ｎ－アッセイ　Ｌ　γ－ＧＴＰ－Ｈ　ニットーボー,38507001^血液検査用ガンマｰグルタミルトランスペプチダーゼキット,ニットーボーメディカル株式会社,γ-グルタミルトランスフェラーゼ(γ-GT),C2024-0401-250-009-F7,C2024,g-グルタミルトランスペプチダーゼ,401,測定値,250,血清,9,可視吸光光度法_Ｎ－アッセイ　Ｌ　γ－ＧＴＰ－Ｈ　ニットーボー,F7,U/L,240^血漿~242^血漿(EDTA入り)~243^血漿(ヘパリン入り)~244^血漿(クエン酸入り),,3B090-0000-023-271-01,3B090,γ-GT,0,,23,血清,271,可視吸光光度法,1,定量値,022^血漿,160020410.0,γ－ＧＴ,11.0,,,,3,20191008
10C2024008,1,07A2X10001012511,ＧＧＴ　オート　「ＴＢＡ」,38507001^血液検査用ガンマｰグルタミルトランスペプチダーゼキット,ニットーボーメディカル株式会社,γ-グルタミルトランスフェラーゼ(γ-GT),C2024-0401-250-008-F7,C2024,g-グルタミルトランスペプチダーゼ,401,測定値,250,血清,8,可視吸光光度法_ＧＧＴ　オート　「ＴＢＡ」,F7,U/L,,,3B090-0000-023-271-01,3B090,γ-GT,0,,23,血清,271,可視吸光光度法,1,定量値,,160020410.0,γ－ＧＴ,11.0,,,,3,20191008
10C2024029,1,08A2X00006000040,ランピア　リキッド　γ-GTP-R,38507001^血液検査用ガンマｰグルタミルトランスペプチダーゼキット,極東製薬工業株式会社,γ-グルタミルトランスフェラーゼ(γ-GT),C2024-0401-250-029-F7,C2024,g-グルタミルトランスペプチダーゼ,401,測定値,250,血清,29,可視吸光光度法_ランピア　リキッド　γ-GTP-R,F7,U/L,240^血漿~242^血漿(EDTA入り)~243^血漿(ヘパリン入り)~244^血漿(クエン酸入り),,3B090-0000-023-271-01,3B090,γ-GT,0,,23,血清,271,可視吸光光度法,1,定量値,022^血漿,160020410.0,γ－ＧＴ,11.0,,,,3,20191008
10C2024017,1,09A2X10001000006,エクディアＸＬ‘栄研’γ－ＧＴＰII,38507001^血液検査用ガンマｰグルタミルトランスペプチダーゼキット,栄研化学株式会社,γ-グルタミルトランスフェラーゼ(γ-GT),C2024-0401-250-017-F7,C2024,g-グルタミルトランスペプチダーゼ,401,測定値,250,血清,17,可視吸光光度法_エクディアＸＬ‘栄研’γ－ＧＴＰII,F7,U/L,240^血漿~242^血漿(EDTA入り)~243^血漿(ヘパリン入り),,3B090-0000-023-271-01,3B090,γ-GT,0,,23,血清,271,可視吸光光度法,1,定量値,022^血漿,160020410.0,γ－ＧＴ,11.0,,,,3,20191008
10C2024021,1,13A2X00078000027,アクアオート　カイノス　γ－ＧＴＰ－II試薬,38507001^血液検査用ガンマｰグルタミルトランスペプチダーゼキット,株式会社カイノス,γ-グルタミルトランスフェラーゼ(γ-GT),C2024-0401-250-021-F7,C2024,g-グルタミルトランスペプチダーゼ,401,測定値,250,血清,21,可視吸光光度法_アクアオート　カイノス　γ－ＧＴＰ－II試薬,F7,U/L,240^血漿~242^血漿(EDTA入り)~243^血漿(ヘパリン入り)~244^血漿(クエン酸入り),,3B090-0000-023-271-01,3B090,γ-GT,0,,23,血清,271,可視吸光光度法,1,定量値,022^血漿,160020410.0,γ－ＧＴ,11.0,,,,3,20191008
10C2024012,1,13A2X00150000032,AUリエージェント　G-GTII（IFCC）,38507001^血液検査用ガンマｰグルタミルトランスペプチダーゼキット,ベックマン・コールター株式会社,γ-グルタミルトランスフェラーゼ(γ-GT),C2024-0401-250-012-F7,C2024,g-グルタミルトランスペプチダーゼ,401,測定値,250,血清,12,可視吸光光度法(JSCC標準化対応法以外)_AUリエージェント　G-GTII（IFCC）,F7,U/L,240^血漿~242^血漿(EDTA入り)~243^血漿(ヘパリン入り),,3B090-0000-023-277-01,3B090,γ-GT,0,,23,血清,277,可視吸光光度法（JSCC、IFCC対応法以外）,1,定量値,022^血漿,160020410.0,γ－ＧＴ,11.0,,,,5,20200402
10C2024013,1,13A2X00150000050,シンクロンシステム　γ-GT試薬,38507001^血液検査用ガンマｰグルタミルトランスペプチダーゼキット,ベックマン・コールター株式会社,γ-グルタミルトランスフェラーゼ(γ-GT),C2024-0401-250-013-F7,C2024,g-グルタミルトランスペプチダーゼ,401,測定値,250,血清,13,可視吸光光度法(JSCC標準化対応法以外)_シンクロンシステム　γ-GT試薬,F7,U/L,240^血漿~243^血漿(ヘパリン入り),,3B090-0000-023-277-01,3B090,γ-GT,0,,23,血清,277,可視吸光光度法（JSCC、IFCC対応法以外）,1,定量値,022^血漿,160020410.0,γ－ＧＴ,11.0,,,,5,20200402
10C2024028,1,13A2X00172063006,デタミナーL γ-GTP II,38507001^血液検査用ガンマｰグルタミルトランスペプチダーゼキット,協和メデックス株式会社,γ-グルタミルトランスフェラーゼ(γ-GT),C2024-0401-250-028-F7,C2024,g-グルタミルトランスペプチダーゼ,401,測定値,250,血清,28,可視吸光光度法_デタミナーL γ-GTP II,F7,U/L,240^血漿~242^血漿(EDTA入り)~243^血漿(ヘパリン入り),,3B090-0000-023-271-01,3B090,γ-GT,0,,23,血清,271,可視吸光光度法,1,定量値,022^血漿,160020410.0,γ－ＧＴ,11.0,,,,3,20191008
10C2024034,1,13A2X00187000010,セラテスタム　GGT,38507001^血液検査用ガンマｰグルタミルトランスペプチダーゼキット,日立化成株式会社,γ-グルタミルトランスフェラーゼ(γ-GT),C2024-0401-250-034-F7,C2024,g-グルタミルトランスペプチダーゼ,401,測定値,250,血清,34,可視吸光光度法_セラテスタム　GGT,F7,U/L,240^血漿~242^血漿(EDTA入り)~243^血漿(ヘパリン入り),,3B090-0000-023-271-01,3B090,γ-GT,0,,23,血清,271,可視吸光光度法,1,定量値,022^血漿,160020410.0,γ－ＧＴ,11.0,,,,3,20191008
10C2024027,1,13A2X00196217003,ラボフィット　γ-GT,38507001^血液検査用ガンマｰグルタミルトランスペプチダーゼキット,関東化学株式会社,γ-グルタミルトランスフェラーゼ(γ-GT),C2024-0401-250-027-F7,C2024,g-グルタミルトランスペプチダーゼ,401,測定値,250,血清,27,可視吸光光度法_ラボフィット　γ-GT,F7,U/L,240^血漿~242^血漿(EDTA入り)~243^血漿(ヘパリン入り),,3B090-0000-023-271-01,3B090,γ-GT,0,,23,血清,271,可視吸光光度法,1,定量値,022^血漿,160020410.0,γ－ＧＴ,11.0,,,,3,20191008
10C2024025,1,13A2X00196217008,シカフィット　γ-GT,38507001^血液検査用ガンマｰグルタミルトランスペプチダーゼキット,関東化学株式会社,γ-グルタミルトランスフェラーゼ(γ-GT),C2024-0401-250-025-F7,C2024,g-グルタミルトランスペプチダーゼ,401,測定値,250,血清,25,可視吸光光度法_シカフィット　γ-GT,F7,U/L,240^血漿~242^血漿(EDTA入り)~243^血漿(ヘパリン入り),,3B090-0000-023-271-01,3B090,γ-GT,0,,23,血清,271,可視吸光光度法,1,定量値,022^血漿,160020410.0,γ－ＧＴ,11.0,,,,3,20191008
10C2024026,1,13A2X00196218007,シカリキッド　γ-GT　J,38507001^血液検査用ガンマｰグルタミルトランスペプチダーゼキット,関東化学株式会社,γ-グルタミルトランスフェラーゼ(γ-GT),C2024-0401-250-026-F7,C2024,g-グルタミルトランスペプチダーゼ,401,測定値,250,血清,26,可視吸光光度法_シカリキッド　γ-GT　J,F7,U/L,240^血漿~242^血漿(EDTA入り)~243^血漿(ヘパリン入り),,3B090-0000-023-271-01,3B090,γ-GT,0,,23,血清,271,可視吸光光度法,1,定量値,022^血漿,160020410.0,γ－ＧＴ,11.0,,,,3,20191008
10C2024030,1,13A2X00197218093,クオリジェント　γ－ＧＴ,38507001^血液検査用ガンマｰグルタミルトランスペプチダーゼキット,積水メディカル株式会社,γ-グルタミルトランスフェラーゼ(γ-GT),C2024-0401-250-030-F7,C2024,g-グルタミルトランスペプチダーゼ,401,測定値,250,血清,30,可視吸光光度法_クオリジェント　γ－ＧＴ,F7,U/L,240^血漿~242^血漿(EDTA入り)~243^血漿(ヘパリン入り)~244^血漿(クエン酸入り),,3B090-0000-023-271-01,3B090,γ-GT,0,,23,血清,271,可視吸光光度法,1,定量値,022^血漿,160020410.0,γ－ＧＴ,11.0,,,,3,20191008
10C2024032,1,13A2X00197218094,ピュアオートＳ　γ－ＧＴ,38507001^血液検査用ガンマｰグルタミルトランスペプチダーゼキット,積水メディカル株式会社,γ-グルタミルトランスフェラーゼ(γ-GT),C2024-0401-250-032-F7,C2024,g-グルタミルトランスペプチダーゼ,401,測定値,250,血清,32,可視吸光光度法_ピュアオートＳ　γ－ＧＴ,F7,U/L,240^血漿~242^血漿(EDTA入り)~243^血漿(ヘパリン入り)~244^血漿(クエン酸入り),,3B090-0000-023-271-01,3B090,γ-GT,0,,23,血清,271,可視吸光光度法,1,定量値,022^血漿,160020410.0,γ－ＧＴ,11.0,,,,3,20191008
10C2024031,1,13A2X00197218095,クオリジェント　ＧＧＴ,38507001^血液検査用ガンマｰグルタミルトランスペプチダーゼキット,積水メディカル株式会社,γ-グルタミルトランスフェラーゼ(γ-GT),C2024-0401-250-031-F7,C2024,g-グルタミルトランスペプチダーゼ,401,測定値,250,血清,31,可視吸光光度法_クオリジェント　ＧＧＴ,F7,U/L,240^血漿~242^血漿(EDTA入り)~243^血漿(ヘパリン入り)~244^血漿(クエン酸入り),,3B090-0000-023-271-01,3B090,γ-GT,0,,23,血清,271,可視吸光光度法,1,定量値,022^血漿,160020410.0,γ－ＧＴ,11.0,,,,3,20191008
10C2024033,1,13A2X00197218096,ピュアオートＳ　ＧＧＴ,38507001^血液検査用ガンマｰグルタミルトランスペプチダーゼキット,積水メディカル株式会社,γ-グルタミルトランスフェラーゼ(γ-GT),C2024-0401-250-033-F7,C2024,g-グルタミルトランスペプチダーゼ,401,測定値,250,血清,33,可視吸光光度法_ピュアオートＳ　ＧＧＴ,F7,U/L,240^血漿~242^血漿(EDTA入り)~243^血漿(ヘパリン入り)~244^血漿(クエン酸入り),,3B090-0000-023-271-01,3B090,γ-GT,0,,23,血清,271,可視吸光光度法,1,定量値,022^血漿,160020410.0,γ－ＧＴ,11.0,,,,3,20191008
10C2024015,1,13A2X00206000024,リキテック　γーＧＴ　ＩＦＣＣ,38507001^血液検査用ガンマｰグルタミルトランスペプチダーゼキット,ロシュ・ダイアグノスティックス株式会社,γ-グルタミルトランスフェラーゼ(γ-GT),C2024-0401-250-015-F7,C2024,g-グルタミルトランスペプチダーゼ,401,測定値,250,血清,15,可視吸光光度法_リキテック　γーＧＴ　ＩＦＣＣ,F7,U/L,240^血漿~242^血漿(EDTA入り)~243^血漿(ヘパリン入り),,3B090-0000-023-271-01,3B090,γ-GT,0,,23,血清,271,可視吸光光度法,1,定量値,022^血漿,160020410.0,γ－ＧＴ,11.0,,,,3,20191008
10C2024014,1,13A2X00206000076,コバス試薬　ＧＧＴII,38507001^血液検査用ガンマｰグルタミルトランスペプチダーゼキット,ロシュ・ダイアグノスティックス株式会社,γ-グルタミルトランスフェラーゼ(γ-GT),C2024-0401-250-014-F7,C2024,g-グルタミルトランスペプチダーゼ,401,測定値,250,血清,14,可視吸光光度法(JSCC標準化対応法以外)_コバス試薬　ＧＧＴII,F7,U/L,240^血漿~242^血漿(EDTA入り)~243^血漿(ヘパリン入り),,3B090-0000-023-277-01,3B090,γ-GT,0,,23,血清,277,可視吸光光度法（JSCC、IFCC対応法以外）,1,定量値,022^血漿,160020410.0,γ－ＧＴ,11.0,,,,5,20200402
10C2024016,1,13A2X00206000105,レフロトロン　γ－ＧＴII（ＧＧＴ）,38507001^血液検査用ガンマｰグルタミルトランスペプチダーゼキット,ロシュ・ダイアグノスティックス株式会社,γ-グルタミルトランスフェラーゼ(γ-GT),C2024-0401-211-016-F7,C2024,g-グルタミルトランスペプチダーゼ,401,測定値,211,全血(静脈血、添加物入り),16,反射測光法(レフラクトメトリー)_レフロトロン　γ－ＧＴII（ＧＧＴ）,F7,U/L,212^全血(静脈血、EDTA入り)~213^全血(静脈血、ヘパリン入り)~240^血漿~242^血漿(EDTA入り)~243^血漿(ヘパリン入り)~250^血清,,3B090-0000-019-291-01,3B090,γ-GT,0,,19,全血(添加物入り),291,反射測光法(レフラクトメトリー),1,定量値,022^血漿~023^血清,160020410.0,γ－ＧＴ,11.0,,,,3,20191008
10C2024018,1,13A2X10027000005,イアトロＬＱ　γ－ＧＴレート（Ｊ）II,38507001^血液検査用ガンマｰグルタミルトランスペプチダーゼキット,株式会社ＬＳＩメディエンス,γ-グルタミルトランスフェラーゼ(γ-GT),C2024-0401-250-018-F7,C2024,g-グルタミルトランスペプチダーゼ,401,測定値,250,血清,18,可視吸光光度法_イアトロＬＱ　γ－ＧＴレート（Ｊ）II,F7,U/L,240^血漿~242^血漿(EDTA入り)~243^血漿(ヘパリン入り)~244^血漿(クエン酸入り),,3B090-0000-023-271-01,3B090,γ-GT,0,,23,血清,271,可視吸光光度法,1,定量値,022^血漿,160020410.0,γ－ＧＴ,11.0,,,,3,20191008
10C2024003,1,13E1X00002000026,ビトロス　スライドGGTJ,38507001^血液検査用ガンマｰグルタミルトランスペプチダーゼキット,オーソ・クリニカル・ダイアグノスティックス株式会社,γ-グルタミルトランスフェラーゼ(γ-GT),C2024-0401-250-003-F7,C2024,g-グルタミルトランスペプチダーゼ,401,測定値,250,血清,3,反射測光法(レフラクトメトリー)_ビトロス　スライドGGTJ,F7,U/L,240^血漿~242^血漿(EDTA入り)~243^血漿(ヘパリン入り),,3B090-0000-023-291-01,3B090,γ-GT,0,,23,血清,291,反射測光法(レフラクトメトリー),1,定量値,022^血漿,160020410.0,γ－ＧＴ,11.0,,,,3,20191008
10C2024002,1,13E1X00002000059,ビトロス　スライドGGT,38507001^血液検査用ガンマｰグルタミルトランスペプチダーゼキット,オーソ・クリニカル・ダイアグノスティックス株式会社,γ-グルタミルトランスフェラーゼ(γ-GT),C2024-0401-250-002-F7,C2024,g-グルタミルトランスペプチダーゼ,401,測定値,250,血清,2,反射測光法(レフラクトメトリー)_ビトロス　スライドGGT,F7,U/L,240^血漿~242^血漿(EDTA入り)~243^血漿(ヘパリン入り),,3B090-0000-023-291-01,3B090,γ-GT,0,,23,血清,291,反射測光法(レフラクトメトリー),1,定量値,022^血漿,160020410.0,γ－ＧＴ,11.0,,,,3,20191008
10C2024038,1,13E1X80031000021,アテリカCH γ-GT（GGT）,38507001^血液検査用ガンマーグルタミルトランスペプチダーゼキット,シーメンスヘルスケア・ダイアグノスティクス株式会社,γ-グルタミルトランスフェラーゼ(γ-GT),C2024-0401-250-038-F7,C2024,g-グルタミルトランスペプチダーゼ,401,測定値,250,血清,38,可視吸光光度法_アテリカCH γ-GT（GGT）,F7,U/L,240^血漿~243^血漿(ヘパリン入り),,3B090-0000-023-271-01,3B090,γ-GT,0,,23,血清,271,可視吸光光度法,1,定量値,022^血漿,160020410.0,γ－ＧＴ,11.0,,,,3,20191008
10C2024039,1,13E1X80206000170,コバス試薬　ＧＧＴ　Ｇｅｎ．２,38507001^血液検査用ガンマーグルタミルトランスペプチダーゼキット,ロシュ・ダイアグノスティックス株式会社,γ-グルタミルトランスフェラーゼ(γ-GT),C2024-0401-250-039-F7,C2024,g-グルタミルトランスペプチダーゼ,401,測定値,250,血清,39,可視吸光光度法_コバス試薬　ＧＧＴ　Ｇｅｎ．２,F7,U/L,240^血漿~242^血漿(EDTA入り)~243^血漿(ヘパリン入り),,3B090-0000-023-271-01,3B090,γ-GT,0,,23,血清,271,可視吸光光度法,1,定量値,022^血漿,160020410.0,γ－ＧＴ,11.0,,,,3,20191008
10C2024022,1,14A2X00015000030,クイックオート　ネオ　γ－ＧＴ,38507001^血液検査用ガンマｰグルタミルトランスペプチダーゼキット,株式会社シノテスト,γ-グルタミルトランスフェラーゼ(γ-GT),C2024-0401-250-022-F7,C2024,g-グルタミルトランスペプチダーゼ,401,測定値,250,血清,22,可視吸光光度法_クイックオート　ネオ　γ－ＧＴ,F7,U/L,240^血漿~242^血漿(EDTA入り)~243^血漿(ヘパリン入り),,3B090-0000-023-271-01,3B090,γ-GT,0,,23,血清,271,可視吸光光度法,1,定量値,022^血漿,160020410.0,γ－ＧＴ,11.0,,,,3,20191008
10C2024035,1,14A2X10004000006,富士ドライケムスライド　ＧＧＴ－ＰIII,38507001^血液検査用ガンマｰグルタミルトランスペプチダーゼキット,富士フイルム株式会社,γ-グルタミルトランスフェラーゼ(γ-GT),C2024-0401-250-035-F7,C2024,g-グルタミルトランスペプチダーゼ,401,測定値,250,血清,35,反射測光法(レフラクトメトリー)_富士ドライケムスライド　ＧＧＴ－ＰIII,F7,U/L,240^血漿~242^血漿(EDTA入り)~243^血漿(ヘパリン入り)~244^血漿(クエン酸入り),,3B090-0000-023-291-01,3B090,γ-GT,0,,23,血清,291,反射測光法(レフラクトメトリー),1,定量値,022^血漿,160020410.0,γ－ＧＴ,11.0,,,,3,20191008
10C2024007,1,15A2X00009000019,自動分析用試薬「生研」γ－ＧＴ（ＩＦ）－Ｓ,38507001^血液検査用ガンマｰグルタミルトランスペプチダーゼキット,デンカ生研株式会社,γ-グルタミルトランスフェラーゼ(γ-GT),C2024-0401-250-007-F7,C2024,g-グルタミルトランスペプチダーゼ,401,測定値,250,血清,7,可視吸光光度法_自動分析用試薬「生研」γ－ＧＴ（ＩＦ）－Ｓ,F7,U/L,,,3B090-0000-023-271-01,3B090,γ-GT,0,,23,血清,271,可視吸光光度法,1,定量値,,160020410.0,γ－ＧＴ,11.0,,,,3,20191008
10C2024006,1,15A2X00009000060,γＧＴＰ－II　オート「ＴＢＡ」,38507001^血液検査用ガンマｰグルタミルトランスペプチダーゼキット,デンカ生研株式会社,γ-グルタミルトランスフェラーゼ(γ-GT),C2024-0401-250-006-F7,C2024,g-グルタミルトランスペプチダーゼ,401,測定値,250,血清,6,可視吸光光度法_γＧＴＰ－II　オート「ＴＢＡ」,F7,U/L,,,3B090-0000-023-271-01,3B090,γ-GT,0,,23,血清,271,可視吸光光度法,1,定量値,,160020410.0,γ－ＧＴ,11.0,,,,3,20191008
10C2024001,1,20700AMZ00487000,ネスコートＶＬII　ＧＧＴ,38507001^血液検査用ガンマｰグルタミルトランスペプチダーゼキット,アルフレッサ ファーマ株式会社,γ-グルタミルトランスフェラーゼ(γ-GT),C2024-0401-250-001-F7,C2024,g-グルタミルトランスペプチダーゼ,401,測定値,250,血清,1,可視吸光光度法(JSCC標準化対応法以外)_ネスコートＶＬII　ＧＧＴ,F7,U/L,,,3B090-0000-023-277-01,3B090,γ-GT,0,,23,血清,277,可視吸光光度法（JSCC、IFCC対応法以外）,1,定量値,,160020410.0,γ－ＧＴ,11.0,,,,5,20200402
10C2024004,1,21300AMY00162000,フレックスカートリッジ　ガンマグルタミルトランスフェラーゼ　GGT,38507001^血液検査用ガンマｰグルタミルトランスペプチダーゼキット,シーメンスヘルスケア・ダイアグノスティクス株式会社,γ-グルタミルトランスフェラーゼ(γ-GT),C2024-0401-250-004-F7,C2024,g-グルタミルトランスペプチダーゼ,401,測定値,250,血清,4,可視吸光光度法(JSCC標準化対応法以外)_フレックスカートリッジ　ガンマグルタミルトランスフェラーゼ　GGT,F7,U/L,240^血漿~243^血漿(ヘパリン入り),,3B090-0000-023-277-01,3B090,γ-GT,0,,23,血清,277,可視吸光光度法（JSCC、IFCC対応法以外）,1,定量値,022^血漿,160020410.0,γ－ＧＴ,11.0,,,,5,20200402
10C2024037,1,226AFAMX00016000,マルチローターⅢ,38507001^血液検査用ガンマｰグルタミルトランスペプチダーゼキット,株式会社セントラル科学貿易,γ-グルタミルトランスフェラーゼ(γ-GT),C2024-0401-250-037-F7,C2024,g-グルタミルトランスペプチダーゼ,401,測定値,250,血清,37,可視吸光光度法_マルチローターⅢ,F7,U/L,,,3B090-0000-023-271-01,3B090,γ-GT,0,,23,血清,271,可視吸光光度法,1,定量値,,160020410.0,γ－ＧＴ,11.0,,,,3,20191008
10C2024020,1,25A2X00001000003,スポットケムＤ　ＧＧＴ,38507001^血液検査用ガンマｰグルタミルトランスペプチダーゼキット~80026001^クラスI血液・生化学検査用シリーズ,株式会社アークレイ ファクトリー,γ-グルタミルトランスフェラーゼ(γ-GT),C2024-0401-250-020-F7,C2024,g-グルタミルトランスペプチダーゼ,401,測定値,250,血清,20,反射測光法(レフラクトメトリー)_スポットケムＤ　ＧＧＴ,F7,U/L,240^血漿~243^血漿(ヘパリン入り)~244^血漿(クエン酸入り),,3B090-0000-023-291-01,3B090,γ-GT,0,,23,血清,291,反射測光法(レフラクトメトリー),1,定量値,022^血漿,160020410.0,γ－ＧＴ,11.0,,,,3,20191008
10C2024019,1,25A2X00001000006,スポットケムII　ＧＧＴ,38507001^血液検査用ガンマｰグルタミルトランスペプチダーゼキット~80026001^クラスI血液・生化学検査用シリーズ,株式会社アークレイ ファクトリー,γ-グルタミルトランスフェラーゼ(γ-GT),C2024-0401-250-019-F7,C2024,g-グルタミルトランスペプチダーゼ,401,測定値,250,血清,19,反射測光法(レフラクトメトリー)_スポットケムII　ＧＧＴ,F7,U/L,240^血漿~243^血漿(ヘパリン入り),,3B090-0000-023-291-01,3B090,γ-GT,0,,23,血清,291,反射測光法(レフラクトメトリー),1,定量値,022^血漿,160020410.0,γ－ＧＴ,11.0,,,,3,20191008
10C2024036,1,27A2X00125000100,Lタイプワコー　γ-GT・J,38507001^血液検査用ガンマｰグルタミルトランスペプチダーゼキット,富士フイルム和光純薬株式会社,γ-グルタミルトランスフェラーゼ(γ-GT),C2024-0401-250-036-F7,C2024,g-グルタミルトランスペプチダーゼ,401,測定値,250,血清,36,可視吸光光度法_Lタイプワコー　γ-GT・J,F7,U/L,240^血漿~242^血漿(EDTA入り)~243^血漿(ヘパリン入り)~244^血漿(クエン酸入り),,3B090-0000-023-271-01,3B090,γ-GT,0,,23,血清,271,可視吸光光度法,1,定量値,022^血漿,160020410.0,γ－ＧＴ,11.0,,,,3,20191008
10C2024011,1,27A2X00166000014,エスパ・ＧＧＴリキッド,38507001^血液検査用ガンマｰグルタミルトランスペプチダーゼキット,ニプロ株式会社,γ-グルタミルトランスフェラーゼ(γ-GT),C2024-0401-250-011-F7,C2024,g-グルタミルトランスペプチダーゼ,401,測定値,250,血清,11,可視吸光光度法_エスパ・ＧＧＴリキッド,F7,U/L,,,3B090-0000-023-271-01,3B090,γ-GT,0,,23,血清,271,可視吸光光度法,1,定量値,,160020410.0,γ－ＧＴ,11.0,,,,3,20191008
